TICKER,Year,Current_Ratio,Debt_to_Equity,Net_Income_to_Assets,Operating_Margin,Cash_Ratio,Operating_Cash_Flow_Ratio,Settore,esg overall,esg environmental,esg social,esg governance,downside risk
AEP,2013,0.7051701552889107,1.225253687498621,0.027244591894509316,0.18590870505271667,0.011679229673862384,0.10573474827456965,,,,,,
AEP,2014,0.5620685274321217,1.2970459007570134,0.024998643003455168,0.18989424224213491,0.012824405864815088,0.09831038730435517,,,,,,
AEP,2015,0.572891606984555,1.2281446891342072,0.032509813312265344,0.20260496577352202,0.0128648503825302,0.10781906670138769,Electrical Utilities & IPPs,3.87,1.86,4.48,7.62,
AEP,2016,0.6352811096412284,1.3232639329913176,0.009176893891157962,0.07369307961195766,0.011774771439293117,0.093571269136061,Electrical Utilities & IPPs,3.67,1.99,3.64,7.33,
AEP,2017,0.5141997039477298,1.2293940137522907,0.03150859754891915,0.23147637684908867,0.012376194017125149,0.09813442361650597,Electrical Utilities & IPPs,4.13,2.33,4.63,7.38,
AEP,2018,0.4756613619998787,1.216045510524713,0.027136799849698617,0.16564273111426067,0.01215281220644496,0.10213085033053056,Electrical Utilities & IPPs,4.21,2.61,4.32,7.38,
AEP,2019,0.3959375095809185,1.2176679041558234,0.025394271584661003,0.16658526609929394,0.011370937948367752,0.07667238897039728,Electrical Utilities & IPPs,4.77,3.27,4.89,7.62,
AEP,2020,0.4383632019704434,1.1881870179721303,0.02921505120494503,0.20026812470427424,0.010662773996872387,0.06857634828584104,Electrical Utilities & IPPs,5.39,3.75,6.21,7.71,
AEP,2021,0.6284210638773777,1.1912834529904115,0.027336756275179088,0.2031503066404329,0.010344104881018796,0.056950373613052455,Electrical Utilities & IPPs,5.08,3.66,5.56,7.3,
AEP,2022,0.6465601244927102,1.1877487293971478,0.025157546820740676,0.17733140058375477,0.010735760094891958,0.07776851891182425,Electrical Utilities & IPPs,5.05,4.13,4.67,7.19,
AEP,2023,0.5250612934675292,1.1237013882529197,0.023368865304578223,0.18734294448557243,0.008314694708640092,0.07187433223882911,Electrical Utilities & IPPs,5.05,4.13,4.67,7.19,
AES,2012,1.017550185641607,4.509747110922557,-0.022390860581228883,0.18813736955525365,0.07786669797334159,0.08701681583726033,,,,,,
AES,2013,1.0112374315011645,4.2284901366010175,0.002929617406824708,0.19048518027337905,0.07068110943116127,0.08627137086152163,,,,,,
AES,2014,1.118479354584579,4.263541825448861,0.018004934139401303,0.17322004130690827,0.0712226324858567,0.0517688280876104,,,,,,
AES,2015,0.9879136778065889,4.492621825691415,0.008134399652099283,0.17844015053579768,0.05792773803922282,0.06935509577926037,Electrical Utilities & IPPs,4.14,2.21,4.17,8.34,0.003273784135161944
AES,2016,1.216047032417901,4.572199901282554,-0.029827788505805874,0.16480200042896437,0.07095859827939238,0.09277679574303335,Electrical Utilities & IPPs,4.27,2.28,4.59,8.23,0.0036047646300579553
AES,2017,1.0613802281216402,4.8275254752884535,-0.03738963995870854,0.2135802437016573,0.05005468607501032,0.09676172068628693,Electrical Utilities & IPPs,3.74,1.42,5.3,7.31,0.007333146402055699
AES,2018,1.1400318240123062,4.016350463632887,0.03590100054653095,0.22177719624091663,0.07101159657280759,0.08733121115226881,Electrical Utilities & IPPs,4.63,2.94,5.17,7.45,0.0032388250242074844
AES,2019,1.0264913614704103,4.500735658288882,0.009033725160847465,0.2113063124340263,0.051905123576407336,0.0898575528892487,Electrical Utilities & IPPs,4.66,3.1,4.82,7.64,0.0034954496165536066
AES,2020,1.0096978767509799,5.1879470899723055,0.0014255728536673366,0.2616977233002817,0.04908483100329114,0.10183671955214908,Electrical Utilities & IPPs,5.65,4.39,5.38,8.37,
AES,2021,1.1318681437667786,4.659855744229151,-0.01195144167889114,0.22843550654032996,0.043295626873559506,0.06750569307342241,Electrical Utilities & IPPs,5.71,4.27,5.71,8.49,
AES,2022,1.177476501268926,5.585922778121184,-0.014505496613924643,0.1855433190153132,0.06466285466814334,0.17008322701776502,Electrical Utilities & IPPs,5.67,4.44,5.27,8.49,
AES,2023,0.6832802368967152,5.014095868750808,0.005687279792620646,0.1775339458767177,0.048755019327267626,0.08311864804022272,Electrical Utilities & IPPs,,,,,
AFL,2012,,7.204656413362484,,,,0.13339127979095125,,,,,,
AFL,2013,,7.297332414204998,,,,0.10266512081284042,,,,,,
AFL,2014,,5.527879222438844,,,,0.05892081281104573,,,,,,
AFL,2015,,5.680370461138547,,,,0.06598858777900976,Insurance,1.66,0.0,0.75,6.74,
AFL,2016,,5.338199395685015,,,,0.0522060043548093,Insurance,1.6,0.0,0.75,6.36,0.00430490162163753
AFL,2017,,4.578380361046886,,,,0.05802452316988172,Insurance,1.71,0.0,0.82,6.85,0.0029556186590359527
AFL,2018,,4.98440031322699,,,,0.049910313949474545,Insurance,1.79,0.0,0.97,7.02,0.0022933938388437847
AFL,2019,,4.275320279219192,,,,0.04420038466433298,Insurance,1.96,0.16,0.94,7.43,0.011936324516751803
AFL,2020,,3.9192765060004993,,,,0.048577043675153,Insurance,1.99,0.16,0.96,7.55,0.0018688846564319393
AFL,2021,,3.737677807680328,,,,0.03914428731307211,Insurance,2.16,0.5,0.73,7.86,0.002620959990174922
AFL,2022,,4.858126542986839,,,,0.03638602074515415,Insurance,2.07,0.48,0.65,7.63,0.003441614934861897
AFL,2023,,4.76411189168885,,,,0.03116418309977639,Insurance,2.07,0.48,0.65,7.63,0.002058754805086019
AIZ,2012,,4.582365227166055,,,,0.029377220441738506,,,,,,
AIZ,2013,,5.147681416714863,,,,0.04288857100114588,,,,,,
AIZ,2014,,5.091603132586354,,,,0.013619167176158404,,,,,,
AIZ,2015,,5.640881385070602,,,,0.009772052906913856,Insurance,1.7,0.0,0.44,7.69,
AIZ,2016,,6.249488265513548,,,,0.005007923110555674,Insurance,1.75,0.0,0.63,7.5,
AIZ,2017,,6.4373466521124145,,,,0.020521313856839876,Insurance,2.01,0.22,0.82,7.73,0.0023811951990800845
AIZ,2018,,7.00352558494449,,,,0.01772587761292804,Insurance,2.06,0.22,0.87,7.92,0.0029263019145000665
AIZ,2019,,6.794864524460716,,,,0.03672475526062484,Insurance,2.07,0.27,1.09,7.38,0.005917793422291305
AIZ,2020,,6.498136009798394,,,,0.03719135844642087,Insurance,2.32,0.27,1.88,7.27,0.003195635221298569
AIZ,2021,,5.177295660220207,,,,0.026485071121157163,Insurance,2.41,0.26,2.21,7.22,0.00347589898870424
AIZ,2022,,6.8330928991999835,,,,0.021053771925177985,Insurance,2.47,0.26,2.43,7.31,0.004159779200951425
AIZ,2023,,5.993492058350747,,,,0.040399319444459215,Insurance,2.47,0.26,2.34,7.31,0.003032305040714469
AJG,2012,1.0281856953993467,2.2269986619995787,0.037416057841634764,0.11439113638568824,0.08178792213509216,0.09536660859967636,,,,,,
AJG,2013,0.8754261994442338,2.289618711517005,0.04065890777734768,0.10208833176582269,0.062429315131121696,0.07609850249437958,,,,,,
AJG,2014,1.0462568974101576,2.0996470265038485,0.027652380128618526,0.07703448117501778,0.0463675757834186,0.05412936007353722,,,,,,
AJG,2015,1.0343774607891951,1.959112852169457,0.03202510030276413,0.07352940541203469,0.06648582632587163,0.08847382160345654,Insurance,,,,6.35,
AJG,2016,0.9575861350529202,2.1428415143747235,0.03438691372278466,0.0834167411833915,0.069634151794162,0.07571224125043492,Insurance,,,,6.39,
AJG,2017,1.0525822936643476,2.0966889895406378,0.038289269413734776,0.08153127782211246,0.07800743702330515,0.10430987978908572,Insurance,,,,6.26,
AJG,2018,1.055253727087478,2.5744140664451063,0.037640804422583767,0.08909719484669511,0.05161378404428786,0.06311853544687628,Insurance,,,,6.27,
AJG,2019,1.0220266760308379,2.764701350909723,0.034170655442348555,0.11200833707635553,0.04194378379147866,0.07786585252412878,Insurance,,,,6.4,
AJG,2020,1.097602374122757,2.582941595051126,0.03931944708209488,0.15239306159779775,0.04128283774851445,0.1167381221193562,Insurance,,,,6.62,
AJG,2021,1.0558948298551956,2.8953984125015544,0.026194161427194485,0.14829341663590892,0.016243759932298023,0.06622647115063994,Insurance,3.78,5.87,1.96,6.96,
AJG,2022,1.0432474387605133,3.2336184355352615,0.029186295342163316,0.1852384649869825,0.01151842665510506,0.07289193118350455,Insurance,3.77,5.92,1.93,6.69,
AJG,2023,1.0338454892298907,3.772479739042926,0.0192193480923441,0.14712219591421927,0.023810981881709898,0.05095274556533808,Insurance,,,,,
AKAM,2012,3.589088726521716,0.10865291360521068,0.08055501116958229,0.22889310325831738,4.297199029666622,2.1356607871920135,,,,,,
AKAM,2013,3.912793204790516,0.12483842927030232,0.10304869116894405,0.262350091047705,3.7986494717607275,1.7840360420911132,,,,,,
AKAM,2014,3.7799810246335612,0.358604721823682,0.07613810660021333,0.24926192389002913,1.5416275395041619,0.5684240275852367,,,,,,
AKAM,2015,3.7696659401749075,0.3419060175761027,0.07517901718124895,0.21213244137196482,1.4284610276543313,0.7015154602526076,Software & IT Services,1.78,0.5,0.69,5.74,
AKAM,2016,3.4969541956641037,0.35627920331661156,0.06892119898191686,0.1964035936833136,1.4070010665656505,0.7189692699272281,Software & IT Services,1.83,0.45,0.69,6.13,
AKAM,2017,2.8214288305770303,0.3902836245641161,0.05057941447820154,0.1263361875481549,0.9902540665818755,0.6610352466558801,Software & IT Services,1.93,0.72,0.69,6.08,
AKAM,2018,2.094106893935517,0.711155871068647,0.05301893368750621,0.1335429868179473,0.9256627250211757,0.4311194158501664,Software & IT Services,2.55,0.93,1.57,6.61,
AKAM,2019,3.2186603572881554,0.9155184258247124,0.06844128351401013,0.18969961547485018,0.7083992312211139,0.3170210689942838,Software & IT Services,3.53,3.54,1.78,6.52,0.009047732493900949
AKAM,2020,2.544984520623045,0.8262972011817425,0.07693960847211694,0.20591099305005475,0.7107865024330396,0.37090624975856834,Software & IT Services,4.61,5.13,2.74,7.06,0.013258972370024165
AKAM,2021,2.429880397733003,0.7966110040447822,0.07712215994342445,0.2262633686403812,0.6002902899763506,0.3749031435964847,Software & IT Services,4.1,3.96,2.22,7.45,0.013523511942067622
AKAM,2022,2.4052251418651367,0.904367866589505,0.06427704238889176,0.18698885683045527,0.36159523728228443,0.3294595452876033,Software & IT Services,4.03,3.6,2.3,7.45,0.01625819867412781
AKAM,2023,2.1588194136849372,1.1535138784742034,0.05660086557930603,0.16719605742733848,0.4329330592454806,0.2601913432320259,Software & IT Services,,,,,0.01064163747642986
ALB,2012,3.6552729521306313,0.7791287570396518,0.09307988638410278,0.14794237980072766,0.31734633930114287,0.33346223925810503,,,,,,
ALB,2013,3.398352005152038,1.0569464745547985,0.11969356453442297,0.22278909070369918,0.2590844297909082,0.2440379721686946,,,,,,
ALB,2014,2.9378816193755246,2.508652483030446,0.023286515773705968,0.11093545264540076,0.6666995103451432,0.12034404406621545,,,,,,
ALB,2015,1.1325663637349814,1.8268536221900549,0.034120444580243194,0.12117074289279241,0.03439721383333888,0.05686227212172408,Chemicals,2.68,0.85,2.31,7.71,0.008043264170199477
ALB,2016,2.900280182579835,1.0700042299242583,0.07519528190804646,0.214608657421401,0.5380349762333901,0.16574956550470907,Chemicals,4.01,1.69,5.84,7.15,0.008533656737552603
ALB,2017,2.063045666233607,1.0302224335284447,0.00754633410581337,0.19132602609439495,0.28916373522095157,0.08241678181286603,Chemicals,3.81,1.35,5.6,7.52,0.005294396833961967
ALB,2018,1.6890352921681708,1.0168811156309856,0.0887820117141386,0.2700899280820784,0.14527413547879245,0.13866717197401662,Chemicals,5.06,2.57,7.77,7.51,0.007674814168006633
ALB,2019,1.5792159155462073,1.4088604583108995,0.054247721193619314,0.1855792129153337,0.10630829528098877,0.12513159160041923,Chemicals,5.54,3.27,8.04,7.58,0.007378487248300742
ALB,2020,1.2244000648345676,1.3387548889396401,0.0385571660200422,0.16165760618485364,0.12482114428625742,0.14321006298201944,Chemicals,6.06,4.04,8.43,7.6,0.019360298256151685
ALB,2021,1.0713031681745155,0.8902619477006753,0.010854889325514684,0.23991714523889351,0.08499004770764629,0.0641565647569142,Chemicals,5.29,4.48,4.35,7.9,0.007902103570663243
